Name,PID,Title,Keywords,StartPage,EndPage,Pages,Year,NBN
"Arpi, Rolf",1232495,Isländska föremål i Nordiska museet,Kläder;Husgeråd;Textil;Island,3.0,18.0,16.0,1888,urn:nbn:se:nordiskamuseet:diva-189
"Afzelius, Nils",1292329,Jacob Wallenberg lägger ut texten,Jacob Wallenberg;Författare;1700-talet,113.0,144.0,32.0,1961,urn:nbn:se:nordiskamuseet:diva-1227
"Stavenow-Hidemark, Elisabet",1322790,"""Jag har passat min tid"" : Elsa Gullberg och modernismen",Elsa Gullberg;Textilier;Textiltryck;1900-talet,146.0,161.0,16.0,2002,urn:nbn:se:nordiskamuseet:diva-1829
"Amft, Andrea",1345329,"""Jag längtade att jag vore fri"" : 1900-talet i ett samiskt kvinnoliv",Samiska kvinnor,218.0,235.0,18.0,2008,urn:nbn:se:nordiskamuseet:diva-1952
"Rehnberg, Mats",1255815,Jag är mönstrad inför kronans bord,Mönstring (militärväsen);Sverige,41.0,60.0,20.0,1945,urn:nbn:se:nordiskamuseet:diva-950
"Svensson, Sigfrid",1248882,Jakt och bondens hushåll : två nya avdelningar i Nordiska Museet,Utställningsverksamhet;Kulturhistoriska museer,151.0,162.0,12.0,1942,urn:nbn:se:nordiskamuseet:diva-899
"Vretblad, Gunvor",1346276,J.E. Thorin. Åtvidaberg. Autodidakt,Amatörfotografer;Amatörfotografi;Fotografi;J.E. Thorin,146.0,151.0,6.0,2009,urn:nbn:se:nordiskamuseet:diva-1965
"Malmborg, Gösta",1234123,Jean Eric Rehns första verksamhetesår vid manufakturkontoret,Manufakturer,105.0,118.0,14.0,1927,urn:nbn:se:nordiskamuseet:diva-394
"Hammarstedt, Nils Edvard",1246712,Johan Ernst Rietz,,182.0,188.0,7.0,1915,urn:nbn:se:nordiskamuseet:diva-789
"Hatt, Emelie Demant",1248852,Johan Turi och hvordan bogen Muittalus samid birra blev til,Samer;Konsthantverk,97.0,108.0,12.0,1942,urn:nbn:se:nordiskamuseet:diva-895
"Wallin, Sigurd",1286559,Johan Udbyes danska möbler : i Karl-Johanstidens Stockholm,Möbler;Danmark;Johan Udbye;1800-talet,9.0,26.0,18.0,1953,urn:nbn:se:nordiskamuseet:diva-1080
"Rosengren, Annette",1346318,John Ericsson,Amatörfotografer;Amatörfotografi;Fotografi;John Ericsson,166.0,171.0,6.0,2009,urn:nbn:se:nordiskamuseet:diva-1969
"Daun, Åke",1302362,John Granlund in memoriam,Nordiska museets personal;John Granlund,269.0,271.0,3.0,1983,urn:nbn:se:nordiskamuseet:diva-1543
"Hjortfors, Lis-Mari",1345287,Jokkmokks marknad efter 400 år,Jokkmokk;Marknader,170.0,175.0,6.0,2008,urn:nbn:se:nordiskamuseet:diva-1948
"Ambrosiani, Sune",1234324,Jon Olafsons upplevelser som bösseskytte under Christian IV,Vardagsliv;Byteshandel,59.0,61.0,3.0,1906,urn:nbn:se:nordiskamuseet:diva-431
"Szabó, Mátyás",1301697,Jordbrukets tidiga mekanisering,Jordbruk;Mekanisering,35.0,58.0,24.0,1982,urn:nbn:se:nordiskamuseet:diva-1510
"Myrdal, Janken",1305110,Jordbruksutvecklingens nya riktning,Lantbruk - historia;Agrarhistoria,211.0,222.0,12.0,1991,urn:nbn:se:nordiskamuseet:diva-1627
"Nyström, Bengt",1297465,Jugendglas à la Wallander och Wennerberg,Glas;Jugend,47.0,66.0,20.0,1976,urn:nbn:se:nordiskamuseet:diva-1435
"Hammarstedt, Nils Edvard",1234307,Julbröd,Julseder;Julmat,49.0,51.0,3.0,1906,urn:nbn:se:nordiskamuseet:diva-428
"Hagberg, Louise",1234098,"Julbuske, julkrona och Moses brinnande buske",Växter;Julseder,1.0,11.0,11.0,1927,urn:nbn:se:nordiskamuseet:diva-382
"Hård af Segerstad, Kerstin",1240036,"""Julebispen"" och ""Saint Coisne""",Folktro;Folkseder;Traditioner,54.0,59.0,6.0,1909,urn:nbn:se:nordiskamuseet:diva-594
"Nilsson, Martin P",1241179,Julens härledning från södern,Julen;Julseder,243.0,245.0,3.0,1911,urn:nbn:se:nordiskamuseet:diva-653
"Resare, Ann",1293154,Julgranskarameller,Julpynt;Julgodis,193.0,195.0,3.0,1963,urn:nbn:se:nordiskamuseet:diva-1278
"Prytz, Cristina",1318759,Julita - Sveriges lantbruksmuseum,Julita gård;Lantbruksmuseer,181.0,195.0,15.0,1999,urn:nbn:se:nordiskamuseet:diva-1769
"Granlund, John",1297476,Julita godsorganisation 1871-1940,Julita gård;Godssystem,79.0,134.0,56.0,1976,urn:nbn:se:nordiskamuseet:diva-1437
"Olsson, Gustav",1346770,Julita gård - ett biologiskt industriminne,Kulturlandskap;Julita gård;Lantbruk,146.0,169.0,24.0,2011,urn:nbn:se:nordiskamuseet:diva-1995
"Lagerquist, Marshall",1289472,Julita gård i Södermanland,Julita gård,29.0,56.0,28.0,1957,urn:nbn:se:nordiskamuseet:diva-1139
"Sundquist, Nils",1283172,Julita kloster,Julita Kloster,153.0,162.0,10.0,1951,urn:nbn:se:nordiskamuseet:diva-1057
"Hising Bohm, Gunilla",1366087,Julita skans : om förkärlek till gammalt onyttigt skräp,Julita gård;Museisamlingar,184.0,203.0,20.0,2016,urn:nbn:se:nordiskamuseet:diva-2130
"Nilsson, Martin P",1244932,Julklappen,Julklappar;Julseder,49.0,60.0,12.0,1916,urn:nbn:se:nordiskamuseet:diva-739
"Hammarstedt, Nils Edvard",1245620,Julkrubban,Julkrubbor;Julseder,242.0,245.0,4.0,1914,urn:nbn:se:nordiskamuseet:diva-756
"Keyland, Nils",1241113,Jullev och levhögar i några Västgötasocknar,Bröd;Bakning,31.0,33.0,3.0,1911,urn:nbn:se:nordiskamuseet:diva-638
"Berg, Jonas",1313156,Julmarknad,Julmarknader;Stockholm,221.0,236.0,16.0,1994,urn:nbn:se:nordiskamuseet:diva-1703
"Hammarstedt, Nils Edvard",1247444,Julrönn,Julseder,139.0,142.0,4.0,1919,urn:nbn:se:nordiskamuseet:diva-834
"M., Å.",1240166,Jultiggarne eller Staffansgossarna i Bingsjö,Julseder;Julen,159.0,161.0,3.0,1909,urn:nbn:se:nordiskamuseet:diva-606
"Laine, Lena",1319057,Jämlik idrott - ett brutet löfte,Idrott och samhälle;Jämlikhet,54.0,75.0,22.0,2000,urn:nbn:se:nordiskamuseet:diva-1772
"Nilsson-Tannér, Per",1268846,Jämtländskt kynne : tal på Skansen vid Jämtlands dag den 4 aug. 1946,Jämtland;Jämtlänningar,117.0,122.0,6.0,1947,urn:nbn:se:nordiskamuseet:diva-990
"Henschen-Ingvar, Ingegerd",1289894,"""Jämväl i Norden""",Brokad;Textilier;Föremålssamlingar;1700-talet,47.0,58.0,12.0,1958,urn:nbn:se:nordiskamuseet:diva-1157
"Arne, T J",1240013,Järnringar i berget,Folktro,247.0,248.0,2.0,1908,urn:nbn:se:nordiskamuseet:diva-588
"Bursell, Barbro",1302946,Järnvägarna - en förutsättning för industrialiseringen,Järnvägar;Industrialisering;Sverige,49.0,68.0,20.0,1984,urn:nbn:se:nordiskamuseet:diva-1548
"Nodermann, Maj",1299874,Jöns Ljungberg : - den konstnärlige tullvaktmästaren i Härjedalsfjällen,Konsthantverk;Möbelsnickare,149.0,190.0,42.0,1980,urn:nbn:se:nordiskamuseet:diva-1500
"Knutsson, Johan",1334428,Kabinettskåp : - möbler att samla i och på,Museisamlingar;Kabinettskåp;Nordiska museet,117.0,130.0,14.0,2007,urn:nbn:se:nordiskamuseet:diva-1885
"Andrén, Erik",1292142,Kaffekanna i rokoko från 1780,Kaffekanna;Rokoko (konsthantverk);Silver,228.0,230.0,3.0,1960,urn:nbn:se:nordiskamuseet:diva-1218
"Ambrosiani, Sune",1240032,Kakelfynd från Stockholm,Hantverkare;Krukmakeri,49.0,54.0,6.0,1909,urn:nbn:se:nordiskamuseet:diva-593
"Ambrosiani, Sune",1235659,Kakelugn med Karl XIs namnchiffer i Stralsund,Kakelugnar,1.0,6.0,6.0,1907,urn:nbn:se:nordiskamuseet:diva-538
"Jansson, Sam Owen",1294373,Kalendertavlor,Kalendertavlor;Kalendrar,113.0,122.0,10.0,1965,urn:nbn:se:nordiskamuseet:diva-1325
"Wallin, Sigurd",1247620,Kalmar museum nyordnat,Museiväsen,147.0,155.0,9.0,1922,urn:nbn:se:nordiskamuseet:diva-853
"Thorbech, Åsa",1313180,Kameran som traditionens spegel,Nordiska museets frågelistor;Fotografier;Fotografer,277.0,282.0,6.0,1994,urn:nbn:se:nordiskamuseet:diva-1705
"Österman, Annika",1305412,Kan fisk verkligen ätas så?,Livsmedel;Fisk,92.0,103.0,12.0,1989,urn:nbn:se:nordiskamuseet:diva-1639
"Peurell, Annika",1347280,"""Kanske du och jag?""",Kontaktannonser;Kärlek;1800-talet;1900-talet;Sverige,132.0,145.0,14.0,2012,urn:nbn:se:nordiskamuseet:diva-2007
"Silfverstolpe, Gunnar Mascoll",1233895,Kantat till minnet av Artur Hazelius 30 november 1933,Visor;Profana kantater,9.0,16.0,8.0,1934,urn:nbn:se:nordiskamuseet:diva-349
"Schön, Ebbe",1317598,Kapten Elins trolltyg,Museisamlingar;Nordiska museet;Folktro;Häxprocesser;1700-talet;Värmland,76.0,92.0,17.0,1997,urn:nbn:se:nordiskamuseet:diva-1740
"Böttiger, John",1233242,Karl den niondes tapetväfveri och tapetsamling,Vävda tapeter;Textilier,40.0,59.0,20.0,1897,urn:nbn:se:nordiskamuseet:diva-238
"Ternhag, Gunnar",1299207,Karl Lärkas spelmansporträtt,Spelmän;Karl Lärka,113.0,126.0,14.0,1979,urn:nbn:se:nordiskamuseet:diva-1486
"Lagerquist, Marshall",1294498,Karl XII i Kina,Ostindiskt porslin,155.0,166.0,12.0,1965,urn:nbn:se:nordiskamuseet:diva-1331
"Upmark, Gustaf",1247450,Karl XIIs dryckeskanna,Dryckeskärl,148.0,151.0,4.0,1919,urn:nbn:se:nordiskamuseet:diva-836
"Lundwall, Sten",1269278,"Karl-Erik Forsslund, Skansen och storgården",Skansen;Byggnader;Hemmet;Karl-Erik Forsslund,67.0,76.0,10.0,1948,urn:nbn:se:nordiskamuseet:diva-1001
"Erixon, Sigurd",1233386,Karlsgården i Järvsö,Bostäder;Hälsingland,214.0,216.0,3.0,1931,urn:nbn:se:nordiskamuseet:diva-258
"Upmark, Gustaf",1245377,Karlskrona guldsmedsämbete 1695—1812,Guldsmeder;Skråväsen,129.0,155.0,27.0,1914,urn:nbn:se:nordiskamuseet:diva-750
"Dahlén, Peter",1319782,Karusellmannens underbara öden och äventyr,Idrott;Historia;Sverige;Radio,138.0,163.0,26.0,2000,urn:nbn:se:nordiskamuseet:diva-1777
"Brekke, Nils Georg",1334579,Karveskurden og dens betydningsbærende symbolikk,Karvsnitt,168.0,178.0,11.0,2005,urn:nbn:se:nordiskamuseet:diva-1897
"Reimer, Ludvig",1242423,Kasken,Huvudbonader;Hattar,247.0,248.0,2.0,1912,urn:nbn:se:nordiskamuseet:diva-672
"Wiklund, K B",1245627,Kastkäpp hos lapparna,Jakt;Jaktmetoder,245.0,247.0,3.0,1914,urn:nbn:se:nordiskamuseet:diva-757
"Baeckström, Arvid",1250606,Keramiken i den Clarholmska gåvan,Keramik;Samlarverksamhet;Föremålssamlingar,169.0,180.0,12.0,1944,urn:nbn:se:nordiskamuseet:diva-939
"Lagerquist, Marshall",1291688,Khevenhüller i dikt och verklighet,Motiv i litteraturen;Selma Lagerlöf,53.0,82.0,30.0,1960,urn:nbn:se:nordiskamuseet:diva-1200
"Homman, Olle",1248601,Kista från Lillhärdal,Kistor;Förvaringsmöbler,224.0,226.0,3.0,1941,urn:nbn:se:nordiskamuseet:diva-886
"Nodermann, Maj",1307379,Kistan från Forssa,Kistor;Kistebrev;Hälsingland,145.0,158.0,14.0,1993,urn:nbn:se:nordiskamuseet:diva-1686
"Qvistgaard, A",1242430,Klockare-Magnusen,Bonadsmåleri,248.0,249.0,2.0,1912,urn:nbn:se:nordiskamuseet:diva-673
"Hammarstedt, Nils Edvard",1244930,Klotformig sten använd som älfkult,Folktro,35.0,38.0,4.0,1916,urn:nbn:se:nordiskamuseet:diva-737
"Svedenborg, Jesper",1234303,Klotspelet i Hornborga by Hornborga socken Västergötland,Lekar;Spel,35.0,37.0,3.0,1906,urn:nbn:se:nordiskamuseet:diva-425
"Jobs Arnberg, Anna-Karin",1362617,Kluten,Huvudbonader;Sverige,118.0,119.0,2.0,2015,urn:nbn:se:nordiskamuseet:diva-2097
"Skagerfors, Mona",1304840,Kläder,Kläder,9.0,12.0,4.0,1988,urn:nbn:se:nordiskamuseet:diva-1601
"Wintzell, Inga",1317506,Kläder för en punkare,Museisamlingar;Nordiska museet;Kläder,44.0,52.0,9.0,1997,urn:nbn:se:nordiskamuseet:diva-1737
"Hallén, Monica",1333900,Kläder som pusselbitar : den textila folkkonsten som inspirationskälla,Textilier;Kläder;Folkkonst,80.0,89.0,10.0,2005,urn:nbn:se:nordiskamuseet:diva-1870
"Holmquist, Kersti",1292181,Kniv och gaffel vid 1600-talets mitt,Bestick;Bordsknivar;Gafflar;1600-talet,237.0,241.0,5.0,1960,urn:nbn:se:nordiskamuseet:diva-1220
"Rosengren, Annette",1346367,Knut Österdahl,Amatörfotografer;Amatörfotografi;Fotografi;Fotoalbum,198.0,203.0,6.0,2009,urn:nbn:se:nordiskamuseet:diva-1976
"Beckman, Nat.",1242398,Knutsdagen och julfriden,Julseder;Tjugondag Knut,182.0,186.0,5.0,1912,urn:nbn:se:nordiskamuseet:diva-667
"Branting, Agnes",1235696,"Knytning, knyppling och språngning",Handarbete;Konsthantverk;Spetsar,105.0,118.0,14.0,1907,urn:nbn:se:nordiskamuseet:diva-553
"Eskeröd, Albert",1270921,Knävlingar från Branteviks fiskeläge i Skåne,Räkneinstrument,75.0,90.0,16.0,1950,urn:nbn:se:nordiskamuseet:diva-1034
"Hazelius-Berg, Gunnel",1248894,Kofta och stubb från rokokotiden,Kläder;Klädsömnad;Handarbete,194.0,195.0,2.0,1942,urn:nbn:se:nordiskamuseet:diva-903
"Berg, Jonas",1303982,Kohållning i bondemiljö : ur några tidiga mjölkningsjournaler,Djurhållning;Kor;Lantbruk,111.0,118.0,8.0,1986,urn:nbn:se:nordiskamuseet:diva-1578
"Enqvist, A",1233835,Kolning av bränntorv,Kolmilor;Kolning,130.0,133.0,4.0,1930,urn:nbn:se:nordiskamuseet:diva-337
"Janson, Mats",1324416,Koloniområdet på Skansen,Koloniträdgårdar;Skansen;Stockholm,201.0,241.0,41.0,2003,urn:nbn:se:nordiskamuseet:diva-1849
"Thorin, Leif",1324399,Koloniträdgårdsrörelsen : - en hundraårigfolkrörelse med framtiden för sig,Koloniträdgårdar,123.0,150.0,28.0,2003,urn:nbn:se:nordiskamuseet:diva-1846
"Nolin, Catharina",1324238,Koloniträdgårdsrörelsen i Stockholm : - dess förutsättningar och uppkomst vid 1900-talets början,Koloniträdgårdar;Stockholm,9.0,39.0,31.0,2003,urn:nbn:se:nordiskamuseet:diva-1843
"Jobs Arnberg, Anna-Karin",1361954,Kolten,Barnkläder,80.0,81.0,2.0,2015,urn:nbn:se:nordiskamuseet:diva-2091
"Wintzell, Inga",1203248,Kolten som barnplagg,Barnkläder,85.0,96.0,12.0,1971,urn:nbn:se:nordiskamuseet:diva-125
"Hazelius-Berg, Gunnel",1270410,Kommentar till en gåva,Museisamlingar;Dukar,187.0,188.0,2.0,1949,urn:nbn:se:nordiskamuseet:diva-1024
"Carlsson, Eva",1322318,Konfektbröllop : sötsaker och nytänkande vid livets högtider,Konfekt;Bröllop;Bakverk;1800-talet,89.0,96.0,8.0,2001,urn:nbn:se:nordiskamuseet:diva-1800
"Lundberg, Carine",1297473,Kongl. Landtbruks-Academiens Mekaniska verkstad 1813-1825,Kungliga lantbruksakademien,67.0,78.0,12.0,1976,urn:nbn:se:nordiskamuseet:diva-1436
"Björling Olausson, Karin",1322626,Konserverad gröt : hur bevaras mat i museisamlingar?,Museisamlingar;Nordiska museet;Mat och dryck;Konservering (museiteknik),213.0,216.0,4.0,2001,urn:nbn:se:nordiskamuseet:diva-1817
"Wulfcrona-Dagel, Marie-Louise",1302345,Konservering av stickade plagg i Nordiska museet,Museisamlingar;Konservering;Stickning;Kläder;Nordiska museet,263.0,268.0,6.0,1983,urn:nbn:se:nordiskamuseet:diva-1542
"Sidenbladh, Elis Th.",1240122,Konst - ur i Stockholms Storkyrka,Bildkonst;Kyrkokonst,119.0,124.0,6.0,1909,urn:nbn:se:nordiskamuseet:diva-602
"Knutsson, Johan",1318346,Konst och natur i teori och praktik,Konsthantverk,11.0,22.0,12.0,1999,urn:nbn:se:nordiskamuseet:diva-1759
"Nodermann, Maj",1334606,Konstnärlig utveckling i ett landskap utan stad : aspekter på jämtländsk folkkonst,Folkkonst;Jämtland,200.0,211.0,12.0,2005,urn:nbn:se:nordiskamuseet:diva-1899
"Rudbeck, Johannes",1241163,Konstnärliga bokband i Nordiska museet,Bokkonst,129.0,144.0,16.0,1911,urn:nbn:se:nordiskamuseet:diva-647
"Danielson, Sofia",1295376,"""Konstnärligt och fosterlänskt""",Handarbetets vänner;Textil konst;Handarbete,81.0,92.0,12.0,1967,urn:nbn:se:nordiskamuseet:diva-1354
"Wallin, Sigurd",1286103,Konstnärsfamiljen Kylberg på Såtenäs,Bostäder;1800-talet;Såtenäs,125.0,140.0,16.0,1952,urn:nbn:se:nordiskamuseet:diva-1073
"Falk, Karin",1344297,Konsumtionens platser,Varuhus;Konfektion;Handel;Mode;Bloggare,214.0,231.0,18.0,2010,urn:nbn:se:nordiskamuseet:diva-1935
"Stavenow-Hidemark, Elisabet;Hidemark, Ove",1296090,Kontinenten och Sverige. Influenser på arkitektur och konsthantverk omkring 1917,Konsthantverk;1920-talet;Arkitektur,71.0,92.0,22.0,1968,urn:nbn:se:nordiskamuseet:diva-1375
"Hammarlund-Larsson, Cecilia",1334456,Kontinuitet och förnyelse : om museers sätt att samla,Nordiska museet;Museisamlingar;Föremålssamlingar,194.0,205.0,12.0,2007,urn:nbn:se:nordiskamuseet:diva-1890
"Conradson, Birgitta",1299634,Kontorsliv på 1930-taket,Kontorsarbete;1930-talet,47.0,59.0,13.0,1980,urn:nbn:se:nordiskamuseet:diva-1492
"Sjöberg, Nils",1235694,Konung Gustaf I:s fatbur på Gripsholms slott,Bodar;Fatbur,79.0,104.0,26.0,1907,urn:nbn:se:nordiskamuseet:diva-552
"Homman, Olle",1282659,Kors med målade bilder,Kors,217.0,224.0,8.0,1950,urn:nbn:se:nordiskamuseet:diva-1045
"Stavenow-Hidemark, Elisabet",1291406,Korsstygnsförlagor,Korsstygn,91.0,104.0,14.0,1959,urn:nbn:se:nordiskamuseet:diva-1180
"Erixon, Sigurd",1235530,Korta linfästen,Lin - bearbetning;Handarbete,49.0,,,1929,urn:nbn:se:nordiskamuseet:diva-513
"Lithberg, Nils",1245357,Koskällan,Skällor,1.0,18.0,18.0,1914,urn:nbn:se:nordiskamuseet:diva-744
"Klintberg, Bengt af",1303788,Kreaturens trånad,Husdjur;Djurhälsa;Folkmedicin;HIstoria,51.0,64.0,14.0,1986,urn:nbn:se:nordiskamuseet:diva-1573
"Lagercrantz, Bo",1292812,"""Kredens med 8 pokaler att dricka utur...""",Dryckeskärl;1600-talet;1700-talet,150.0,153.0,4.0,1962,urn:nbn:se:nordiskamuseet:diva-1251
"Nylén, Anna-Maja",1293357,Kretongmönster för industrin,Tyger;Textilier;1930-talet,223.0,225.0,3.0,1961,urn:nbn:se:nordiskamuseet:diva-1292
"Lagercrantz, Bo",1282344,Kring Carl Eldhs juvelskrin,Smycken;Skrin;Sekelskiftet 1900,175.0,188.0,14.0,1950,urn:nbn:se:nordiskamuseet:diva-1041
"Bæckström, Arvid",1235434,Kring ett lusthus från Karl XIV Johans Djurgården,Byggnader;Lusthus,161.0,210.0,50.0,1939,urn:nbn:se:nordiskamuseet:diva-506
"Philipson, Barbro",1294421,Kring Mors och Fars dag,Mors dag;Fars dag,135.0,142.0,8.0,1965,urn:nbn:se:nordiskamuseet:diva-1328
"Hidemark, Ove;Stavenow-Hidemark, Elisabet",1203996,Kring svensk bostad : Ett utställningsprojekt,Bostäder;Sverige;Utställningar,119.0,136.0,18.0,1972,urn:nbn:se:nordiskamuseet:diva-138
"Berg, Gösta",1292903,Kringlor och pepparkakor,Bagerier;Bagare;Bakverk;Sverige,61.0,80.0,20.0,1963,urn:nbn:se:nordiskamuseet:diva-1259
"Gentz, Lauritz",1289576,Kristus avbildad såsom apotekare,Kristen konst och symbolik;Museisamlingar;Nordiska museet,107.0,114.0,8.0,1957,urn:nbn:se:nordiskamuseet:diva-1144
"Bonds, Gunvor",1298101,Kritpipor från Ryssviken,Kritpipor,33.0,56.0,24.0,1977,urn:nbn:se:nordiskamuseet:diva-1456
"Brunius, Jan",1291893,Krukor från Höganäs,Krukor;Höganäs,214.0,216.0,3.0,1960,urn:nbn:se:nordiskamuseet:diva-1213
"Nilsson, Axel",1238864,Kryptbilderna i Lunds domkyrka,Kyrkokonst,42.0,53.0,12.0,1908,urn:nbn:se:nordiskamuseet:diva-571
"Berg, Gösta",1292736,Kräftorna i svensk matkultur,Kräftor;Matkukltur;Sverige;Historia,63.0,84.0,22.0,1962,urn:nbn:se:nordiskamuseet:diva-1240
"Rasmusson, Nils Ludvig",1235602,Kröningspenningar till bondeståndet : till kastpenningarnas historia,,77.0,86.0,10.0,1940,urn:nbn:se:nordiskamuseet:diva-533
"Lampa, Sven",1242418,Kubbgubben,Bröllop;Lekar,244.0,246.0,3.0,1912,urn:nbn:se:nordiskamuseet:diva-671
"Lindqvist, Sune;Hult De Geer, Ebba",1235420,Kubbstolen från Sauland,Möbler;Stolar,99.0,130.0,32.0,1939,urn:nbn:se:nordiskamuseet:diva-501
"Liedgren, Rut",1289343,Kulinariska studier i 1800-talets Stockholm,Matlagning;Mat och dryck;Livsmedel;1800-talet;Stockholm,41.0,66.0,26.0,1956,urn:nbn:se:nordiskamuseet:diva-1128
"Knutsson, Johan",1366024,Kulturarv som inspirerar : Skansen som källa för nyskapande,Kulturarv;Skansen,162.0,181.0,20.0,2016,urn:nbn:se:nordiskamuseet:diva-2128
"Svensson, Birgitta",1318671,Kulturarvsturismens natur,Kulturarv;Turism;Naturen,131.0,143.0,13.0,1999,urn:nbn:se:nordiskamuseet:diva-1766
"Lövgren, Karin",1307882,Kulturer möts,Traditioner;Bröllop;Dop,77.0,98.0,22.0,1994,urn:nbn:se:nordiskamuseet:diva-1696
"Sjöqvist, Kerstin",1293685,Kulturhistorisk jul på Skansen,Julen;Julseder;Luciafirande;Skansen,33.0,50.0,18.0,1964,urn:nbn:se:nordiskamuseet:diva-1297
"Enqvist, Arvid",1233810,Kulturhistoriska notiser och traditioner från 1600-talet från Öland och Småland,Kulturhistoria,16.0,36.0,21.0,1930,urn:nbn:se:nordiskamuseet:diva-330
"Hansson, Hans",1296909,Kulturhistoriskt avskräde,Stockholm;Historia,187.0,196.0,10.0,1970,urn:nbn:se:nordiskamuseet:diva-1419
"Koctürk, Tahire",1322580,Kulturspecifika kolhydrater,Mat och dryck;Kulturell identitet;Kolhydrater,157.0,162.0,6.0,2001,urn:nbn:se:nordiskamuseet:diva-1810
"Bonge, Inger",1292774,Kunglig koppar,Koppararbeten,145.0,150.0,6.0,1962,urn:nbn:se:nordiskamuseet:diva-1250
"Axel-Nilsson, Christian",1292896,Kungliga Boktryckeriets stilgjuteri i Stockholm,Boktryckerier;Stockholm;Typsnitt,45.0,60.0,16.0,1963,urn:nbn:se:nordiskamuseet:diva-1258
"Thorman, Elisabeth",1234441,Kungligt dukfragment i Nordiska Museet,Duktyg;Dukar,79.0,88.0,10.0,1937,urn:nbn:se:nordiskamuseet:diva-457
"Wallin, Sigurd",1295643,Kungsberget på Svecians Strängnäsbild,Strängnäs;Erik Dahlberg;Suecia antiqa et hodierna;1700-talet,183.0,196.0,14.0,1967,urn:nbn:se:nordiskamuseet:diva-1363
"NN, nn",1286535,Kungsord om Skansen : tal av H. M. Konungen vid Sollidens invigning den 29 april 1952,Solliden;Skansen,7.0,8.0,2.0,1953,urn:nbn:se:nordiskamuseet:diva-1079
"Rudberg, Gunnar",1234384,Kvarnstenstillverkningen i Lugnås,Stenhuggeri;Stenhuggare;Kvarnstenar,210.0,231.0,22.0,1906,urn:nbn:se:nordiskamuseet:diva-448
"Lindblom, Andreas",1233382,"""Kvinnans list övergår mannens förstånd"" : En studie i Anders Zorns samlingar.",Textil;Bildanalys,175.0,184.0,10.0,1931,urn:nbn:se:nordiskamuseet:diva-255
"Johansson, Selma",1234105,"Kvinnlig hemslöjd i Torsby, Lycke och Harestads socknar i Bohuslän",Hemslöjd;Handarbete,51.0,56.0,6.0,1927,urn:nbn:se:nordiskamuseet:diva-386
"Österman, Annika",1303792,Kvinnor och kor,Nordiska museets frågelistor;Boskapsskötsel;Kor,65.0,76.0,12.0,1986,urn:nbn:se:nordiskamuseet:diva-1574
"Bergman, Ingrid",1304843,Kvinnorna och byxorna,Byxor;Kvinnor;Damkläder,32.0,55.0,24.0,1988,urn:nbn:se:nordiskamuseet:diva-1603
"NN, nn",1296356,Kyrkhelg i  Norrbotten,Norrbotten;Kyrkan,179.0,188.0,10.0,1968,urn:nbn:se:nordiskamuseet:diva-1385
"Boëthius, Gerda",1233296,Kyrkhärbret i Älvdalen,Trä;Byggnadsmaterial;Ornamentik,129.0,144.0,16.0,1931,urn:nbn:se:nordiskamuseet:diva-252
"Andersson, Aron",1267809,Kyrkligt eller profant? : ett par sörmländska oblatskrin,Skrin;Oblatskrin,45.0,56.0,12.0,1947,urn:nbn:se:nordiskamuseet:diva-983
"Rattfelt, Anette",1320674,Känn dig själv! : om strävanden på gym,Gym;Träning,236.0,259.0,24.0,2000,urn:nbn:se:nordiskamuseet:diva-1787
"Kristensson, Karolina",1354222,"Känna igen : Stockholms central, hösten 2015",Fotografi;Samtidsdokumentation;Flyktingar,80.0,85.0,6.0,2017,urn:nbn:se:nordiskamuseet:diva-2043
"Hagberg, Louise",1245852,Käpp och krycka och kryckeståt,Bröllop;Gåvor,129.0,146.0,18.0,1915,urn:nbn:se:nordiskamuseet:diva-784
"Brundin, Elisabeth",1306712,Kära far och mor låna mig lite mjöl och salt...,Lekar;Rim,166.0,181.0,16.0,1991,urn:nbn:se:nordiskamuseet:diva-1660
"Waldetoft, Dan",1347101,Kärlek bland annat,Fotografi;Bröllop;Sverige;Kärlek,36.0,51.0,16.0,2012,urn:nbn:se:nordiskamuseet:diva-2004
"Hedberg, Jonas",1347714,Kärlek in på bara skinnet,Tatuering;Kärlek;Hjärta i konsten,146.0,157.0,12.0,2012,urn:nbn:se:nordiskamuseet:diva-2014
"Knutsson, Johan",1313141,Kärleksgåvor,Friargåvor;Kärlek;Trolovning,170.0,189.0,20.0,1994,urn:nbn:se:nordiskamuseet:diva-1700
"Kättström Höök, Lena",1347281,Kärlekslås : - en ritual för evig kärlek,Kärlek;Kärlekslås,93.0,111.0,19.0,2012,urn:nbn:se:nordiskamuseet:diva-2008
"NN, nn",1245829,Kåsor,Dryckeskärl,91.0,,,1915,urn:nbn:se:nordiskamuseet:diva-778
"Lundwall, Sten",1289528,L. J. von Röök : en museiman under romantiken,Museimän;Sverige,77.0,92.0,16.0,1957,urn:nbn:se:nordiskamuseet:diva-1142
"Ambrosiani, Sune",1247647,"Lada vid Biskops Bunge Socken, Gottland.",Lador,37.0,50.0,14.0,1921,urn:nbn:se:nordiskamuseet:diva-858
"Virtanen, Lea",1298754,Lagom lycka är bäst : Magiska föreställningar i dag,Magi,255.0,268.0,14.0,1976,urn:nbn:se:nordiskamuseet:diva-1468
